;;;#of times;de;;;
;;;;4830;4;;0.004
;;;;4831;4;;0.004
;;;;4832;4;;0.004
;;;;4833;4;;0.004
;;;;4834;4;;0.004
;;;;4835;4;;0.004
;;;;4836;4;;0.004
;;;;4837;4;;0.004
;;;;4838;4;;0.004
;;;;4839;4;;0.004
;;;;4840;4;;0.004
;;;;4841;13.4;;0.0134
;;;;4842;13.4;;0.0134
;;;;4843;13.4;;0.0134
;;;;4844;13.4;;0.0134
;;;;4845;2.8;;0.0028
;;;;4846;2.8;;0.0028
;;;;4847;2.8;;0.0028
;;;;4848;2.8;;0.0028
;;;;4849;0.5;;0.0005
;;;;4850;0.5;;0.0005
;;;;4851;0.5;;0.0005
;;;;4852;0.5;;0.0005
;;;;4853;2;;0.002
;;;;4854;2;;0.002
;;;;4855;2;;0.002
;;;;4856;2;;0.002
;;;;4857;4;;0.004
;;;;4858;4;;0.004
;;;;4859;4;;0.004
;;;;4860;4;;0.004
;;;;4861;1.8;;0.0018
;;;;4862;1.8;;0.0018
;;;;4863;1.8;;0.0018
;;;;4864;1.8;;0.0018
;;;;4865;5.2;;0.0052
;;;;4866;5.2;;0.0052
;;;;4867;5.2;;0.0052
;;;;4868;5.2;;0.0052
;;;;4869;4;;0.004
;;;;4870;4;;0.004
;;;;4871;4;;0.004
;;;;4872;4;;0.004
;;;;4873;0.5;;0.0005
;;;;4874;0.5;;0.0005
;;;;4875;0.5;;0.0005
;;;;4876;0.5;;0.0005
;;;;4877;16;;0.016
;;;;4878;16;;0.016
;;;;4879;16;;0.016
;;;;4880;16;;0.016
;;;;4881;19.2;;0.0192
;;;;4882;19.2;;0.0192
;;;;4883;19.2;;0.0192
;;;;4884;19.2;;0.0192
;;;;4885;19.2;;0.0192
;;;;4886;19.2;;0.0192
;;;;4887;19.2;;0.0192
;;;;4888;19.2;;0.0192
;;;;4889;25.5;;0.0255
;;;;4890;25.5;;0.0255
;;;;4891;25.5;;0.0255
;;;;4892;25.5;;0.0255
;;;;4893;15;;0.015
;;;;4894;15;;0.015
;;;;4895;15;;0.015
;;;;4896;15;;0.015
;;;;4897;0.5;;0.0005
;;;;4898;0.5;;0.0005
;;;;4899;0.5;;0.0005
;;;;4900;0.5;;0.0005
;;;;4901;15;;0.015
;;;;4902;15;;0.015
;;;;4903;15;;0.015
;;;;4904;15;;0.015
;;;;4905;15.2;;0.0152
;;;;4906;15.2;;0.0152
;;;;4907;15.2;;0.0152
;;;;4908;15.2;;0.0152
;;;;4909;14;;0.014
;;;;4910;14;;0.014
;;;;4911;14;;0.014
;;;;4912;14;;0.014
;;;;4913;22;;0.022
;;;;4914;22;;0.022
;;;;4915;22;;0.022
;;;;4916;22;;0.022
;;;;4917;10.9;;0.0109
;;;;4918;10.9;;0.0109
;;;;4919;10.9;;0.0109
;;;;4920;10.9;;0.0109
;;;;4921;0.3;;0.0003
;;;;4922;0.3;;0.0003
;;;;4923;0.3;;0.0003
;;;;4924;0.3;;0.0003
;;;;4925;11.4;;0.0114
;;;;4926;11.4;;0.0114
;;;;4927;11.4;;0.0114
;;;;4928;11.4;;0.0114
;;;;4929;13;;0.013
;;;;4930;13;;0.013
;;;;4931;13;;0.013
;;;;4932;13;;0.013
;;;;4933;11.5;;0.0115
;;;;4934;11.5;;0.0115
;;;;4935;11.5;;0.0115
;;;;4936;11.5;;0.0115
;;;;4937;17;;0.017
;;;;4938;17;;0.017
;;;;4939;17;;0.017
;;;;4940;17;;0.017
;;;;4941;9;;0.009
;;;;4942;9;;0.009
;;;;4943;9;;0.009
;;;;4944;9;;0.009
;;;;4945;0.25;;0.00025
;;;;4946;0.25;;0.00025
;;;;4947;0.25;;0.00025
;;;;4948;0.25;;0.00025
;;;;4949;9.98;;0.00998
;;;;4950;9.98;;0.00998
;;;;4951;9.98;;0.00998
;;;;4952;9.98;;0.00998
;;;;4953;11.2;;0.0112
;;;;4954;11.2;;0.0112
;;;;4955;11.2;;0.0112
;;;;4956;11.2;;0.0112
;;;;4957;9;;0.009
;;;;4958;9;;0.009
;;;;4959;9;;0.009
;;;;4960;9;;0.009
;;;;4961;15.2;;0.0152
;;;;4962;15.2;;0.0152
;;;;4963;15.2;;0.0152
;;;;4964;15.2;;0.0152
;;;;4965;7.5;;0.0075
;;;;4966;7.5;;0.0075
;;;;4967;7.5;;0.0075
;;;;4968;7.5;;0.0075
;;;;4969;0.2;;0.0002
;;;;4970;0.2;;0.0002
;;;;4971;0.2;;0.0002
;;;;4972;0.2;;0.0002
;;;;4973;7.5;;0.0075
;;;;4974;7.5;;0.0075
;;;;4975;7.5;;0.0075
;;;;4976;7.5;;0.0075
;;;;4977;9.5;;0.0095
;;;;4978;9.5;;0.0095
;;;;4979;9.5;;0.0095
;;;;4980;9.5;;0.0095
;;;;4981;7.7;;0.0077
;;;;4982;7.7;;0.0077
;;;;4983;7.7;;0.0077
;;;;4984;7.7;;0.0077
;;;;4985;12.3;;0.0123
;;;;4986;12.3;;0.0123
;;;;4987;12.3;;0.0123
;;;;4988;12.3;;0.0123
;;;;4989;6.3;;0.0063
;;;;4990;6.3;;0.0063
;;;;4991;6.3;;0.0063
;;;;4992;6.3;;0.0063
;;;;4993;0.33;;0.00033
;;;;4994;0.33;;0.00033
;;;;4995;0.33;;0.00033
;;;;4996;0.33;;0.00033
;;;;4997;1;;0.001
;;;;4998;1;;0.001
;;;;4999;1;;0.001
;;;;5000;1;;0.001
;;;;5001;1.3;;0.0013
;;;;5002;1.3;;0.0013
;;;;5003;1.3;;0.0013
;;;;5004;1.3;;0.0013
;;;;5005;1.5;;0.0015
;;;;5006;1.5;;0.0015
;;;;5007;1.5;;0.0015
;;;;5008;1.5;;0.0015
;;;;5009;3.5;;0.0035
;;;;5010;3.5;;0.0035
;;;;5011;3.5;;0.0035
;;;;5012;3.5;;0.0035
;;;;5013;1.18;;0.00118
;;;;5014;1.18;;0.00118
;;;;5015;1.18;;0.00118
;;;;5016;1.18;;0.00118
;;;;5017;1;;0.001
;;;;5018;1;;0.001
;;;;5019;1;;0.001
;;;;5020;1;;0.001
;;;;5021;1;;0.001
;;;;5022;1;;0.001
;;;;5023;1;;0.001
;;;;5024;1;;0.001
;;;;5025;1;;0.001
;;;;5026;1;;0.001
;;;;5027;1;;0.001
;;;;5028;1;;0.001
;;;;5029;0.9;;0.0009
;;;;5030;0.9;;0.0009
;;;;5031;0.9;;0.0009
;;;;5032;0.9;;0.0009
;;;;5033;2;;0.002
;;;;5034;2;;0.002
;;;;5035;2;;0.002
;;;;5036;2;;0.002
;;;;5037;0.95;;0.00095
;;;;5038;0.95;;0.00095
;;;;5039;0.95;;0.00095
;;;;5040;0.95;;0.00095
;;;;5041;0.5;;0.0005
;;;;5042;0.5;;0.0005
;;;;5043;0.5;;0.0005
;;;;5044;0.5;;0.0005
;;;;5045;2.2;;0.0022
;;;;5046;2.2;;0.0022
;;;;5047;2.2;;0.0022
;;;;5048;2.2;;0.0022
;;;;5049;3;;0.003
;;;;5050;3;;0.003
;;;;5051;3;;0.003
;;;;5052;3;;0.003
;;;;5053;3;;0.003
;;;;5054;3;;0.003
;;;;5055;3;;0.003
;;;;5056;3;;0.003
;;;;5057;6.4;;0.0064
;;;;5058;6.4;;0.0064
;;;;5059;6.4;;0.0064
;;;;5060;6.4;;0.0064
;;;;5061;4.7;;0.0047
;;;;5062;4.7;;0.0047
;;;;5063;4.7;;0.0047
;;;;5064;4.7;;0.0047
;;;;5065;0.8;;0.0008
;;;;5066;0.8;;0.0008
;;;;5067;0.8;;0.0008
;;;;5068;0.8;;0.0008
;;;;5069;6.4;;0.0064
;;;;5070;6.4;;0.0064
;;;;5071;6.4;;0.0064
;;;;5072;6.4;;0.0064
;;;;5073;10;;0.01
;;;;5074;10;;0.01
;;;;5075;10;;0.01
;;;;5076;10;;0.01
;;;;5077;6;;0.006
;;;;5078;6;;0.006
;;;;5079;6;;0.006
;;;;5080;6;;0.006
;;;;5081;10;;0.01
;;;;5082;10;;0.01
;;;;5083;10;;0.01
;;;;5084;10;;0.01
;;;;5085;7.5;;0.0075
;;;;5086;7.5;;0.0075
;;;;5087;7.5;;0.0075
;;;;5088;7.5;;0.0075
;;;;5089;0.55;;0.00055
;;;;5090;0.55;;0.00055
;;;;5091;0.55;;0.00055
;;;;5092;0.55;;0.00055
;;;;5093;5.9;;0.0059
;;;;5094;5.9;;0.0059
;;;;5095;5.9;;0.0059
;;;;5096;5.9;;0.0059
;;;;5097;7.9;;0.0079
;;;;5098;7.9;;0.0079
;;;;5099;7.9;;0.0079
;;;;5100;7.9;;0.0079
;;;;5101;5.6;;0.0056
;;;;5102;5.6;;0.0056
;;;;5103;5.6;;0.0056
;;;;5104;5.6;;0.0056
;;;;5105;10.5;;0.0105
;;;;5106;10.5;;0.0105
;;;;5107;10.5;;0.0105
;;;;5108;10.5;;0.0105
;;;;5109;6.9;;0.0069
;;;;5110;6.9;;0.0069
;;;;5111;6.9;;0.0069
;;;;5112;6.9;;0.0069
;;;;5113;0.5;;0.0005
;;;;5114;0.5;;0.0005
;;;;5115;0.5;;0.0005
;;;;5116;0.5;;0.0005
;;;;5117;4.7;;0.0047
;;;;5118;4.7;;0.0047
;;;;5119;4.7;;0.0047
;;;;5120;4.7;;0.0047
;;;;5121;7;;0.007
;;;;5122;7;;0.007
;;;;5123;7;;0.007
;;;;5124;7;;0.007
;;;;5125;4.7;;0.0047
;;;;5126;4.7;;0.0047
;;;;5127;4.7;;0.0047
;;;;5128;4.7;;0.0047
;;;;5129;6.8;;0.0068
;;;;5130;6.8;;0.0068
;;;;5131;6.8;;0.0068
;;;;5132;6.8;;0.0068
;;;;5133;5;;0.005
;;;;5134;5;;0.005
;;;;5135;5;;0.005
;;;;5136;5;;0.005
;;;;5137;0.4;;0.0004
;;;;5138;0.4;;0.0004
;;;;5139;0.4;;0.0004
;;;;5140;0.4;;0.0004
;;;;5141;4;;0.004
;;;;5142;4;;0.004
;;;;5143;4;;0.004
;;;;5144;4;;0.004
;;;;5145;6;;0.006
;;;;5146;6;;0.006
;;;;5147;6;;0.006
;;;;5148;6;;0.006
;;;;5149;3.9;;0.0039
;;;;5150;3.9;;0.0039
;;;;5151;3.9;;0.0039
;;;;5152;3.9;;0.0039
;;;;5153;8.5;;0.0085
;;;;5154;8.5;;0.0085
;;;;5155;8.5;;0.0085
;;;;5156;8.5;;0.0085
;;;;5157;4.4;;0.0044
;;;;5158;4.4;;0.0044
;;;;5159;4.4;;0.0044
;;;;5160;4.4;;0.0044
;;;;5161;0.5;;0.0005
;;;;5162;0.5;;0.0005
;;;;5163;0.5;;0.0005
;;;;5164;0.5;;0.0005
;;;;5165;1.52;;0.00152
;;;;5166;1.52;;0.00152
;;;;5167;1.52;;0.00152
;;;;5168;1.52;;0.00152
;;;;5169;0.9;;0.0009
;;;;5170;0.9;;0.0009
;;;;5171;0.9;;0.0009
;;;;5172;0.9;;0.0009
;;;;5173;1;;0.001
;;;;5174;1;;0.001
;;;;5175;1;;0.001
;;;;5176;1;;0.001
;;;;5177;2.1;;0.0021
;;;;5178;2.1;;0.0021
;;;;5179;2.1;;0.0021
;;;;5180;2.1;;0.0021
;;;;5181;1.15;;0.00115
;;;;5182;1.15;;0.00115
;;;;5183;1.15;;0.00115
;;;;5184;1.15;;0.00115
;;;;5185;1;;0.001
;;;;5186;1;;0.001
;;;;5187;1;;0.001
;;;;5188;1;;0.001
;;;;5189;1.7;;0.0017
;;;;5190;1.7;;0.0017
;;;;5191;1.7;;0.0017
;;;;5192;1.7;;0.0017
;;;;5193;1;;0.001
;;;;5194;1;;0.001
;;;;5195;1;;0.001
;;;;5196;1;;0.001
;;;;5197;0.8;;0.0008
;;;;5198;0.8;;0.0008
;;;;5199;0.8;;0.0008
;;;;5200;0.8;;0.0008
;;;;5201;1.18;;0.00118
;;;;5202;1.18;;0.00118
;;;;5203;1.18;;0.00118
;;;;5204;1.18;;0.00118
;;;;5205;1;;0.001
;;;;5206;1;;0.001
;;;;5207;1;;0.001
;;;;5208;1;;0.001
;;;;5209;0.72;;0.00072
;;;;5210;0.72;;0.00072
;;;;5211;0.72;;0.00072
;;;;5212;0.72;;0.00072
;;;;5213;3.88;;0.00388
;;;;5214;3.88;;0.00388
;;;;5215;3.88;;0.00388
;;;;5216;3.88;;0.00388
;;;;5217;11.2;;0.0112
;;;;5218;11.2;;0.0112
;;;;5219;11.2;;0.0112
;;;;5220;11.2;;0.0112
;;;;5221;3;;0.003
;;;;5222;3;;0.003
;;;;5223;3;;0.003
;;;;5224;3;;0.003
;;;;5225;7.5;;0.0075
;;;;5226;7.5;;0.0075
;;;;5227;7.5;;0.0075
;;;;5228;7.5;;0.0075
;;;;5229;5.5;;0.0055
;;;;5230;5.5;;0.0055
;;;;5231;5.5;;0.0055
;;;;5232;5.5;;0.0055
;;;;5233;0.65;;0.00065
;;;;5234;0.65;;0.00065
;;;;5235;0.65;;0.00065
;;;;5236;0.65;;0.00065
;;;;5237;4.3;;0.0043
;;;;5238;4.3;;0.0043
;;;;5239;4.3;;0.0043
;;;;5240;4.3;;0.0043
;;;;5241;8;;0.008
;;;;5242;8;;0.008
;;;;5243;8;;0.008
;;;;5244;8;;0.008
;;;;5245;2.55;;0.00255
;;;;5246;2.55;;0.00255
;;;;5247;2.55;;0.00255
;;;;5248;2.55;;0.00255
;;;;5249;5.5;;0.0055
;;;;5250;5.5;;0.0055
;;;;5251;5.5;;0.0055
;;;;5252;5.5;;0.0055
;;;;5253;5;;0.005
;;;;5254;5;;0.005
;;;;5255;5;;0.005
;;;;5256;5;;0.005
;;;;5257;0.8;;0.0008
;;;;5258;0.8;;0.0008
;;;;5259;0.8;;0.0008
;;;;5260;0.8;;0.0008
;;;;5261;3.2;;0.0032
;;;;5262;3.2;;0.0032
;;;;5263;3.2;;0.0032
;;;;5264;3.2;;0.0032
;;;;5265;6.7;;0.0067
;;;;5266;6.7;;0.0067
;;;;5267;6.7;;0.0067
;;;;5268;6.7;;0.0067
;;;;5269;1.9;;0.0019
;;;;5270;1.9;;0.0019
;;;;5271;1.9;;0.0019
;;;;5272;1.9;;0.0019
;;;;5273;4.3;;0.0043
;;;;5274;4.3;;0.0043
;;;;5275;4.3;;0.0043
;;;;5276;4.3;;0.0043
;;;;5277;3.8;;0.0038
;;;;5278;3.8;;0.0038
;;;;5279;3.8;;0.0038
;;;;5280;3.8;;0.0038
;;;;5281;0.55;;0.00055
;;;;5282;0.55;;0.00055
;;;;5283;0.55;;0.00055
;;;;5284;0.55;;0.00055
;;;;5285;2.78;;0.00278
;;;;5286;2.78;;0.00278
;;;;5287;2.78;;0.00278
;;;;5288;2.78;;0.00278
;;;;5289;6.3;;0.0063
;;;;5290;6.3;;0.0063
;;;;5291;6.3;;0.0063
;;;;5292;6.3;;0.0063
;;;;5293;1.7;;0.0017
;;;;5294;1.7;;0.0017
;;;;5295;1.7;;0.0017
;;;;5296;1.7;;0.0017
;;;;5297;3.8;;0.0038
;;;;5298;3.8;;0.0038
;;;;5299;3.8;;0.0038
;;;;5300;3.8;;0.0038
;;;;5301;3.3;;0.0033
;;;;5302;3.3;;0.0033
;;;;5303;3.3;;0.0033
;;;;5304;3.3;;0.0033
;;;;5305;0.5;;0.0005
;;;;5306;0.5;;0.0005
;;;;5307;0.5;;0.0005
;;;;5308;0.5;;0.0005
;;;;5309;2.4;;0.0024
;;;;5310;2.4;;0.0024
;;;;5311;2.4;;0.0024
;;;;5312;2.4;;0.0024
;;;;5313;6.9;;0.0069
;;;;5314;6.9;;0.0069
;;;;5315;6.9;;0.0069
;;;;5316;6.9;;0.0069
;;;;5317;1.6;;0.0016
;;;;5318;1.6;;0.0016
;;;;5319;1.6;;0.0016
;;;;5320;1.6;;0.0016
;;;;5321;3.4;;0.0034
;;;;5322;3.4;;0.0034
;;;;5323;3.4;;0.0034
;;;;5324;3.4;;0.0034
;;;;5325;3;;0.003
;;;;5326;3;;0.003
;;;;5327;3;;0.003
;;;;5328;3;;0.003
;;;;5329;0.5;;0.0005
;;;;5330;0.5;;0.0005
;;;;5331;0.5;;0.0005
;;;;5332;0.5;;0.0005
;;;;5333;1;;0.001
;;;;5334;1;;0.001
;;;;5335;1;;0.001
;;;;5336;1;;0.001
;;;;5337;1;;0.001
;;;;5338;1;;0.001
;;;;5339;1;;0.001
;;;;5340;1;;0.001
;;;;5341;1.8;;0.0018
;;;;5342;1.8;;0.0018
;;;;5343;1.8;;0.0018
;;;;5344;1.8;;0.0018
;;;;5345;1.8;;0.0018
;;;;5346;1.8;;0.0018
;;;;5347;1.8;;0.0018
;;;;5348;1.8;;0.0018
;;;;5349;1.7;;0.0017
;;;;5350;1.7;;0.0017
;;;;5351;1.7;;0.0017
;;;;5352;1.7;;0.0017
;;;;5353;1;;0.001
;;;;5354;1;;0.001
;;;;5355;1;;0.001
;;;;5356;1;;0.001
;;;;5357;1.9;;0.0019
;;;;5358;1.9;;0.0019
;;;;5359;1.9;;0.0019
;;;;5360;1.9;;0.0019
;;;;5361;1.5;;0.0015
;;;;5362;1.5;;0.0015
;;;;5363;1.5;;0.0015
;;;;5364;1.5;;0.0015
;;;;5365;1.8;;0.0018
;;;;5366;1.8;;0.0018
;;;;5367;1.8;;0.0018
;;;;5368;1.8;;0.0018
;;;;5369;1.5;;0.0015
;;;;5370;1.5;;0.0015
;;;;5371;1.5;;0.0015
;;;;5372;1.5;;0.0015
;;;;5373;1.7;;0.0017
;;;;5374;1.7;;0.0017
;;;;5375;1.7;;0.0017
;;;;5376;1.7;;0.0017
;;;;5377;1;;0.001
;;;;5378;1;;0.001
;;;;5379;1;;0.001
;;;;5380;1;;0.001
;;;;5381;6.5;;0.0065
;;;;5382;6.5;;0.0065
;;;;5383;6.5;;0.0065
;;;;5384;6.5;;0.0065
;;;;5385;14;;0.014
;;;;5386;14;;0.014
;;;;5387;14;;0.014
;;;;5388;14;;0.014
;;;;5389;4;;0.004
;;;;5390;4;;0.004
;;;;5391;4;;0.004
;;;;5392;4;;0.004
;;;;5393;8.75;;0.00875
;;;;5394;8.75;;0.00875
;;;;5395;8.75;;0.00875
;;;;5396;8.75;;0.00875
;;;;5397;10;;0.01
;;;;5398;10;;0.01
;;;;5399;10;;0.01
;;;;5400;10;;0.01
;;;;5401;2;;0.002
;;;;5402;2;;0.002
;;;;5403;2;;0.002
;;;;5404;2;;0.002
;;;;5405;6;;0.006
;;;;5406;6;;0.006
;;;;5407;6;;0.006
;;;;5408;6;;0.006
;;;;5409;18;;0.018
;;;;5410;18;;0.018
;;;;5411;18;;0.018
;;;;5412;18;;0.018
;;;;5413;5.5;;0.0055
;;;;5414;5.5;;0.0055
;;;;5415;5.5;;0.0055
;;;;5416;5.5;;0.0055
;;;;5417;10.5;;0.0105
;;;;5418;10.5;;0.0105
;;;;5419;10.5;;0.0105
;;;;5420;10.5;;0.0105
;;;;5421;13;;0.013
;;;;5422;13;;0.013
;;;;5423;13;;0.013
;;;;5424;13;;0.013
;;;;5425;0.99;;0.00099
;;;;5426;0.99;;0.00099
;;;;5427;0.99;;0.00099
;;;;5428;0.99;;0.00099
;;;;5429;5.2;;0.0052
;;;;5430;5.2;;0.0052
;;;;5431;5.2;;0.0052
;;;;5432;5.2;;0.0052
;;;;5433;15.8;;0.0158
;;;;5434;15.8;;0.0158
;;;;5435;15.8;;0.0158
;;;;5436;15.8;;0.0158
;;;;5437;3.6;;0.0036
;;;;5438;3.6;;0.0036
;;;;5439;3.6;;0.0036
;;;;5440;3.6;;0.0036
;;;;5441;9.5;;0.0095
;;;;5442;9.5;;0.0095
;;;;5443;9.5;;0.0095
;;;;5444;9.5;;0.0095
;;;;5445;12;;0.012
;;;;5446;12;;0.012
;;;;5447;12;;0.012
;;;;5448;12;;0.012
;;;;5449;0.98;;0.00098
;;;;5450;0.98;;0.00098
;;;;5451;0.98;;0.00098
;;;;5452;0.98;;0.00098
;;;;5453;4.89;;0.00489
;;;;5454;4.89;;0.00489
;;;;5455;4.89;;0.00489
;;;;5456;4.89;;0.00489
;;;;5457;14.99;;0.01499
;;;;5458;14.99;;0.01499
;;;;5459;14.99;;0.01499
;;;;5460;14.99;;0.01499
;;;;5461;3.6;;0.0036
;;;;5462;3.6;;0.0036
;;;;5463;3.6;;0.0036
;;;;5464;3.6;;0.0036
;;;;5465;8.5;;0.0085
;;;;5466;8.5;;0.0085
;;;;5467;8.5;;0.0085
;;;;5468;8.5;;0.0085
;;;;5469;9.6;;0.0096
;;;;5470;9.6;;0.0096
;;;;5471;9.6;;0.0096
;;;;5472;9.6;;0.0096
;;;;5473;0.9;;0.0009
;;;;5474;0.9;;0.0009
;;;;5475;0.9;;0.0009
;;;;5476;0.9;;0.0009
;;;;5477;4.6;;0.0046
;;;;5478;4.6;;0.0046
;;;;5479;4.6;;0.0046
;;;;5480;4.6;;0.0046
;;;;5481;15;;0.015
;;;;5482;15;;0.015
;;;;5483;15;;0.015
;;;;5484;15;;0.015
;;;;5485;3.5;;0.0035
;;;;5486;3.5;;0.0035
;;;;5487;3.5;;0.0035
;;;;5488;3.5;;0.0035
;;;;5489;8;;0.008
;;;;5490;8;;0.008
;;;;5491;8;;0.008
;;;;5492;8;;0.008
;;;;5493;8.5;;0.0085
;;;;5494;8.5;;0.0085
;;;;5495;8.5;;0.0085
;;;;5496;8.5;;0.0085
;;;;5497;1.1;;0.0011
;;;;5498;1.1;;0.0011
;;;;5499;1.1;;0.0011
;;;;5500;1.1;;0.0011
;;;;5501;1.8;;0.0018
;;;;5502;1.8;;0.0018
;;;;5503;1.8;;0.0018
;;;;5504;1.8;;0.0018
;;;;5505;1.6;;0.0016
;;;;5506;1.6;;0.0016
;;;;5507;1.6;;0.0016
;;;;5508;1.6;;0.0016
;;;;5509;1.66;;0.00166
;;;;5510;1.66;;0.00166
;;;;5511;1.66;;0.00166
;;;;5512;1.66;;0.00166
;;;;5513;1.9;;0.0019
;;;;5514;1.9;;0.0019
;;;;5515;1.9;;0.0019
;;;;5516;1.9;;0.0019
;;;;5517;1.9;;0.0019
;;;;5518;1.9;;0.0019
;;;;5519;1.9;;0.0019
;;;;5520;1.9;;0.0019
;;;;5521;1.1;;0.0011
;;;;5522;1.1;;0.0011
;;;;5523;1.1;;0.0011
;;;;5524;1.1;;0.0011
;;;;5525;2.2;;0.0022
;;;;5526;2.2;;0.0022
;;;;5527;2.2;;0.0022
;;;;5528;2.2;;0.0022
;;;;5529;2.5;;0.0025
;;;;5530;2.5;;0.0025
;;;;5531;2.5;;0.0025
;;;;5532;2.5;;0.0025
;;;;5533;2.6;;0.0026
;;;;5534;2.6;;0.0026
;;;;5535;2.6;;0.0026
;;;;5536;2.6;;0.0026
;;;;5537;1.95;;0.00195
;;;;5538;1.95;;0.00195
;;;;5539;1.95;;0.00195
;;;;5540;1.95;;0.00195
;;;;5541;2.06;;0.00206
;;;;5542;2.06;;0.00206
;;;;5543;2.06;;0.00206
;;;;5544;2.06;;0.00206
;;;;5545;1.1;;0.0011
;;;;5546;1.1;;0.0011
;;;;5547;1.1;;0.0011
;;;;5548;1.1;;0.0011
;;;;5549;59;;0.059
;;;;5550;59;;0.059
;;;;5551;59;;0.059
;;;;5552;59;;0.059
;;;;5553;50;;0.05
;;;;5554;50;;0.05
;;;;5555;50;;0.05
;;;;5556;50;;0.05
;;;;5557;30;;0.03
;;;;5558;30;;0.03
;;;;5559;30;;0.03
;;;;5560;30;;0.03
;;;;5561;45;;0.045
;;;;5562;45;;0.045
;;;;5563;45;;0.045
;;;;5564;45;;0.045
;;;;5565;27;;0.027
;;;;5566;27;;0.027
;;;;5567;27;;0.027
;;;;5568;27;;0.027
;;;;5569;1.3;;0.0013
;;;;5570;1.3;;0.0013
;;;;5571;1.3;;0.0013
;;;;5572;1.3;;0.0013
;;;;5573;80;;0.08
;;;;5574;80;;0.08
;;;;5575;80;;0.08
;;;;5576;80;;0.08
;;;;5577;75.67;;0.07567
;;;;5578;75.67;;0.07567
;;;;5579;75.67;;0.07567
;;;;5580;75.67;;0.07567
;;;;5581;37;;0.037
;;;;5582;37;;0.037
;;;;5583;37;;0.037
;;;;5584;37;;0.037
;;;;5585;42;;0.042
;;;;5586;42;;0.042
;;;;5587;42;;0.042
;;;;5588;42;;0.042
;;;;5589;35;;0.035
;;;;5590;35;;0.035
;;;;5591;35;;0.035
;;;;5592;35;;0.035
;;;;5593;1.1;;0.0011
;;;;5594;1.1;;0.0011
;;;;5595;1.1;;0.0011
;;;;5596;1.1;;0.0011
;;;;5597;39;;0.039
;;;;5598;39;;0.039
;;;;5599;39;;0.039
;;;;5600;39;;0.039
;;;;5601;45;;0.045
;;;;5602;45;;0.045
;;;;5603;45;;0.045
;;;;5604;45;;0.045
;;;;5605;28.5;;0.0285
;;;;5606;28.5;;0.0285
;;;;5607;28.5;;0.0285
;;;;5608;28.5;;0.0285
;;;;5609;39;;0.039
;;;;5610;39;;0.039
;;;;5611;39;;0.039
;;;;5612;39;;0.039
;;;;5613;24;;0.024
;;;;5614;24;;0.024
;;;;5615;24;;0.024
;;;;5616;24;;0.024
;;;;5617;1.1;;0.0011
;;;;5618;1.1;;0.0011
;;;;5619;1.1;;0.0011
;;;;5620;1.1;;0.0011
;;;;5621;29;;0.029
;;;;5622;29;;0.029
;;;;5623;29;;0.029
;;;;5624;29;;0.029
;;;;5625;39;;0.039
;;;;5626;39;;0.039
;;;;5627;39;;0.039
;;;;5628;39;;0.039
;;;;5629;26.2;;0.0262
;;;;5630;26.2;;0.0262
;;;;5631;26.2;;0.0262
;;;;5632;26.2;;0.0262
;;;;5633;36;;0.036
;;;;5634;36;;0.036
;;;;5635;36;;0.036
;;;;5636;36;;0.036
;;;;5637;24;;0.024
;;;;5638;24;;0.024
;;;;5639;24;;0.024
;;;;5640;24;;0.024
;;;;5641;1;;0.001
;;;;5642;1;;0.001
;;;;5643;1;;0.001
;;;;5644;1;;0.001
;;;;5645;27;;0.027
;;;;5646;27;;0.027
;;;;5647;27;;0.027
;;;;5648;27;;0.027
;;;;5649;35;;0.035
;;;;5650;35;;0.035
;;;;5651;35;;0.035
;;;;5652;35;;0.035
;;;;5653;24.6;;0.0246
;;;;5654;24.6;;0.0246
;;;;5655;24.6;;0.0246
;;;;5656;24.6;;0.0246
;;;;5657;36;;0.036
;;;;5658;36;;0.036
;;;;5659;36;;0.036
;;;;5660;36;;0.036
;;;;5661;22.6;;0.0226
;;;;5662;22.6;;0.0226
;;;;5663;22.6;;0.0226
;;;;5664;22.6;;0.0226
;;;;5665;1;;0.001
;;;;5666;1;;0.001
;;;;5667;1;;0.001
;;;;5668;1;;0.001
;;;;5669;17.6;;0.0176
;;;;5670;17.6;;0.0176
;;;;5671;17.6;;0.0176
;;;;5672;17.6;;0.0176
;;;;5673;14.1;;0.0141
;;;;5674;14.1;;0.0141
;;;;5675;14.1;;0.0141
;;;;5676;14.1;;0.0141
;;;;5677;14;;0.014
;;;;5678;14;;0.014
;;;;5679;14;;0.014
;;;;5680;14;;0.014
;;;;5681;19.6;;0.0196
;;;;5682;19.6;;0.0196
;;;;5683;19.6;;0.0196
;;;;5684;19.6;;0.0196
;;;;5685;13.4;;0.0134
;;;;5686;13.4;;0.0134
;;;;5687;13.4;;0.0134
;;;;5688;13.4;;0.0134
;;;;5689;0.8;;0.0008
;;;;5690;0.8;;0.0008
;;;;5691;0.8;;0.0008
;;;;5692;0.8;;0.0008
;;;;5693;4.2;;0.0042
;;;;5694;4.2;;0.0042
;;;;5695;4.2;;0.0042
;;;;5696;4.2;;0.0042
;;;;5697;4.99;;0.00499
;;;;5698;4.99;;0.00499
;;;;5699;4.99;;0.00499
;;;;5700;4.99;;0.00499
;;;;5701;4;;0.004
;;;;5702;4;;0.004
;;;;5703;4;;0.004
;;;;5704;4;;0.004
